"","id","url","username","repo","path","content","date"
"120",1080,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week21/plastic_waste.R","AmandaRP","tidytuesday","2019/week21/plastic_waste.R","library(tidyverse)
library(janitor)
library(inspectdf)
library(cowplot)
library(ggrepel)


#Read data and clean with janitor:
coast_vs_waste <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/coastal-population-vs-mismanaged-plastic.csv"") %>% clean_names()
waste_vs_gdp <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/per-capita-plastic-waste-vs-gdp-per-capita.csv"")  %>% clean_names()
mismanaged_vs_gdp <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-21/per-capita-mismanaged-plastic-waste-vs-gdp-per-capita.csv"")  %>% clean_names()

#Put data together in one df:
waste <- left_join(waste_vs_gdp, coast_vs_waste, by = c(""entity"", ""code"", ""year""))
(waste <- left_join(waste, mismanaged_vs_gdp, by = c(""entity"", ""code"", ""year"")))

View(waste)

#Clean names a bit more
(waste <- waste %>%
  select(-total_population_gapminder.y, -total_population_gapminder.x, -gdp_per_capita_ppp_constant_2011_international_rate) %>%
  rename(mismng_pl_waste_tons = mismanaged_plastic_waste_tonnes,
        mismng_pl_waste_per_cap = per_capita_mismanaged_plastic_waste_kilograms_per_person_per_day,
        plastic_waste_per_cap = per_capita_plastic_waste_kilograms_per_person_per_day,
        coast_pop = coastal_population,
        gdp_per_cap = gdp_per_capita_ppp_constant_2011_international_constant_2011_international,
        population = total_population_gapminder))
View(waste)


#Look for correlations using the inspectdf package:
inspect_cor(waste, show_plot = TRUE) 
inspect_na(waste, show_plot = TRUE) #Looks like we only have 2010 waste data

#Plots:
data4plot <- waste %>% filter(year == 2010) %>% filter(entity != ""World"")
plt1 <- ggplot(data4plot, aes(x = log(gdp_per_cap), 
             y = log(plastic_waste_per_cap), 
             size = mismng_pl_waste_tons)) +
  geom_smooth(method = ""lm"") +
  geom_point(color = ""#333333"", alpha = 0.7) +
  geom_text_repel(aes(label = entity),
    color         = ""red"",
    size          = 4,
    data          = subset(data4plot, log(plastic_waste_per_cap) > 0 | log(plastic_waste_per_cap) < -4.5 | (log(gdp_per_cap) < 7 & log(plastic_waste_per_cap) < -4) | code %in% c(""USA"",""CHN"")),
    nudge_y       = .8,
    segment.size  = 0.2,
    segment.color = ""grey50"",
    direction     = ""x""
  ) +
  labs(title = ""Richer nations tend to produce more plastic waste"",
       x = ""GDP Per Capita (log scale)"",
       y = ""Per Capita Plastic Waste in kg/day (log scale)"",
       size = ""Mismanagement of \nPlastic Waste (tons)"")  +
  theme(legend.position = ""none"") 


#Richer nations manage their plastic waste better
plt2 <- ggplot(data4plot, aes(x = log(gdp_per_cap), 
             y = mismng_pl_waste_per_cap, 
             size = mismng_pl_waste_tons)) +
  geom_smooth(show.legend = FALSE) + 
  geom_point(color = ""#333333"", alpha = 0.7) + 
  geom_text_repel(aes(label = entity), 
    color         = ""red"",
    size          = 4,
    data          = subset(data4plot, mismng_pl_waste_per_cap > .14 | code %in% c(""USA"",""CHN"")),
    nudge_y       = .025,
    nudge_x       = .1,
    segment.size  = 0.2,
    segment.color = ""grey50"",
    direction     = ""x""
  ) + 
  ylim(0, NA) +
  labs(title = ""Many countries having mid-range GDP are\nbad at management of their plastic waste "",
       x = ""GDP Per Capita (log scale)"",
       y = ""Per Capita Mismanaged Plastic Waste in kg/day"",
       size = ""Mismanaged\nPlastic Waste (tons)"") 

#Get the legend from plot 2 so that I can put it in its own plot grid panel:
l <- get_legend(plt2) 

#Final plot
plot_grid(plt1, 
          plt2 + theme(legend.position = ""none""), 
          l,
          nrow = 1)

","2019-21"
"121",1081,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week24/meteorites.R","AmandaRP","tidytuesday","2019/week24/meteorites.R","library(tidyverse)
library(ggdark)
library(gganimate)

#read data:
meteorites <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-11/meteorites.csv"")

#Get rid of outliers:
meteorites %<>% filter(long<180 & year <= 2013)

#map:
mapWorld <- borders(""world"", colour=""gray50"", fill=""gray50"") # create a layer of borders

ggplot(meteorites) +   
  mapWorld + 
  geom_point(aes(x=long, y=lat) ,color=""green"", size=1, alpha = .1) +
  dark_mode() +
  theme(panel.grid = element_blank(),
        axis.title = element_blank(),
        axis.ticks = element_blank(),
        axis.text = element_blank()) + 
  labs(caption = ""Data from the Meteoritical Society (and shared by NASA)"") +
  labs(title = ""Meteorite Crashes on Earth"") 
    
      
# Experimentation with animation:  
#transition_states(year,
#                    transition_length = 2,
#                    state_length = 1) +
#    ggtitle(""Meteorites"", subtitle = ""Year:  {frame_time}"") 
  

#Time series plot:
meteorites %>% 
  filter(year > 1950 & year < 2013) %>%
  group_by(year) %>% 
  count() %>% 
  arrange(desc(n)) %>%
  ggplot(aes(year, n)) +
  geom_line(color = ""green"") + 
  dark_mode() + 
  labs(title = ""Meteorites by Year (1950 - 2012)"",
       x = ""Year"",
       y = ""Count"") +
  geom_curve(aes(x = 1979 + 5, y = 3000, xend = 1979.5, yend = 3046), curvature = 0.3, arrow = arrow(length=unit(2,""mm"")), color = ""white"") +
  annotate(""text"", x = 1979 + 7, y = 2950, label = ""1979"")
  


","2019-24"
"122",1082,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week19/R/20190507.Rmd","AmandaRP","tidytuesday","2019/week19/R/20190507.Rmd","---
title: ""Week 19""
output: html_notebook
---

```{r}
library(tidyverse)
library(here)
library(rworldmap)
library(ggthemes)
```

Read data:

```{r}
student_ratio <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-07/student_teacher_ratio.csv"")

```

Clean data and calculate median:

```{r}

med_ratios <- student_ratio %>% 
  filter(!is.na(student_ratio)) %>%      # remove NAs
  group_by(country_code, indicator) %>%
  filter(year == max(year)) %>%          # grab the most recent data for each country and education level
  ungroup() %>%
  group_by(country_code, country) %>%
  summarise(median_ratio = median(student_ratio)) 

```

Check names in med_ratios compared to map_data(""world"")

```{r}
anti_join(med_ratios, map_data(""world""), by = c(""country"" = ""region"")) %>% View()
```


Need to recode some country names to match map_data:

```{r}
med_ratios_fixed <- med_ratios %>%
  mutate(country = recode(country,
                                ""United States of America"" = ""USA"",
                                ""Viet Nam"" = ""Vietnam"",
                                ""British Virgin Islands"" = ""Virgin Islands"",
                                ""United Republic of Tanzania"" = ""Tanzania"",
                                ""Syrian Arab Republic"" = ""Syria"",
                                ""Russian Federation"" = ""Russia"",
                                ""Democratic People's Republic of Korea"" = ""North Korea"",
                                ""The former Yugoslav Republic of Macedonia"" = ""Macedonia"",
                                ""Republic of Moldova"" = ""Moldova"",
                                ""Republic of Korea"" = ""South Korea"",
                                ""Côte d'Ivoire"" = ""Ivory Coast"",
                                ""Iran (Islamic Republic of)"" = ""Iran"",
                                ""United Kingdom of Great Britain and Northern Ireland"" = ""UK"",
                                ""Micronesia (Federated States of)"" = ""Micronesia"",
                                ""Czechia"" = ""Czech Republic"",
                                ""Cabo Verde"" = ""Cape Verde"",
                                ""Congo"" = ""Democratic Republic of the Congo"",
                                ""Brunei Darussalam"" = ""Brunei"",
                                ""Bolivia (Plurinational State of)"" = ""Bolivia""))
                                
```

Join median student teacher ratio data with map data:

```{r}
my_map_data <- med_ratios_fixed %>%
  full_join(map_data(""world""), by = c(""country"" = ""region"")) %>% 
  filter(!grepl(""Antarctica"",country)) #don't need Antarctica
```


Plot:

```{r}
ggplot(my_map_data, aes(x = long, y = lat)) +
     geom_polygon(aes(fill = median_ratio, group = group), color = ""black"", size = 0.2) +
     scale_fill_gradient2(low = ""blue"", high = ""red"", midpoint = 17.428480) +
     theme_fivethirtyeight() + 
     theme(axis.line=element_blank(),
           axis.text.x=element_blank(),
           axis.text.y=element_blank(),
          panel.grid.major=element_blank(),
          panel.grid.minor=element_blank()) +
     labs(fill = ""ratio"",
          title = ""Median Student to Teacher Ratios"",
          caption = str_c(str_wrap(""Median student-to-teacher ratio calculated across all education levels using the most recent data for each level. White indicates a median ratio close to the world median. Countries shown in blue have a smaller ratio, while countries shown in red have a larger (less favorable) ratio. Grey indicates missing data."", width = 120),""\nData Source: UNESCO\nVisualization: @AmandaRPlunkett"")) 
  
```



```{r}
ggsave(""studentTeacherRatios.png"", width = 7.4, height = 4.5, dpi = ""retina"")
```

","2019-19"
"123",1083,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week28/fifa.R","AmandaRP","tidytuesday","2019/week28/fifa.R","library(tidyverse)
library(ggimage)

#Get the data
wwc_outcomes <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/wwc_outcomes.csv"")
squads <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/squads.csv"")
codes <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-07-09/codes.csv"")

#get alternative country codes
more_codes <- countrycode::codelist_panel %>% 
  group_by(country.name.en) %>% 
  top_n(1, year) %>%
  select(country.name.en, ioc, iso2c, iso3c, genc3c, fips)

#join data with codes
wwc_outcomes_wcodes <- dplyr::left_join(wwc_outcomes, codes, by = ""team"") %>%
  select(year, team, score, country) %>%
  left_join(more_codes, by = c(""team"" = ""ioc"")) %>%
  mutate(year = as.character(year))
#Fix England:
wwc_outcomes_wcodes[wwc_outcomes_wcodes$country == ""England"", ""iso2c""] <- ""GB""

#Limit plot to top scoring countries 
top_countries <- wwc_outcomes %>%
  group_by(team) %>%
  summarize(total_score = sum(score)) %>%
  top_n(11, total_score) 

#plot
ggplot(inner_join(wwc_outcomes_wcodes, top_countries), 
       aes(reorder(country, total_score), score, fill = year)) + 
  geom_col(position = position_stack(reverse = TRUE)) + #adjusted position_stack to have years increase from left to right
  ggthemes::scale_fill_tableau(name=""Year"") +           #nice colors
  coord_flip() +
  labs(
    title = ""Womens World Cup Soccer: Total Goals (1991 - 2019)"",
    caption = ""Data from https://data.world/sportsvizsunday/womens-world-cup-data""
  ) +
  geom_flag(y = -5, aes(image = iso2c)) +
  expand_limits(y = -5) +
  geom_image(aes(x = ""France"", y = 120, 
                 image = ""~/tidytuesday/2019/week28/soccer2.png""),
             size = 0.15) +
  theme_minimal() +
  theme(title = element_text(size=14),
        panel.grid = element_blank(), 
        axis.ticks.y = element_blank(),
        axis.title = element_blank(),
        strip.text.y = element_text(angle = 180)) + 
  guides(fill = guide_legend(reverse = TRUE))  #put 2019 at top of legend

","2019-28"
"124",1084,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week22/wine.R","AmandaRP","tidytuesday","2019/week22/wine.R","library(tidyverse)
library(showtext)

#read data:
wine_ratings <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-28/winemag-data-130k-v2.csv"")

#clean up a bit:
wine_ratings <- wine_ratings %>% 
  select(-X1) %>% #X1 is not informative
  distinct()      #de-dupe based on a tip posted on twitter

#Some countries only have a handful of ratings.
# Select only countries that have atleast 1000 ratings:
large_sample_countries <- wine_ratings %>% 
  group_by(country) %>% 
  summarize(med_cntry_pnts = median(points), cnt = n()) %>% 
  arrange(desc(med_cntry_pnts)) %>%  
  filter(cnt >= 1000) #%>% View()

data4plotting <- inner_join(wine_ratings, large_sample_countries)

#Note: I had to use the showtext package (extrafonts didn't offer very many fonts 
# and newly installed fonts didn't render... may be user error). 
# Required copying and pasting code into terminal window.
# Read more about showtext package here: 
# https://cran.rstudio.com/web/packages/showtext/vignettes/introduction.html
font_add_google(""Satisfy"", ""satisfy"")
showtext_auto()


# Country vs Taster. Do some tasters give higher ratings in general than others?  
p <- data4plotting %>% 
  filter(!is.na(taster_name)) %>%
  group_by(taster_name, country) %>%
  summarize(med_cntry_taster_pnts = median(points), cnt_cntry_taster = n())  %>%
  ungroup() %>%
  mutate(taster_name = fct_reorder(taster_name, med_cntry_taster_pnts)) %>%
  ggplot(aes(x = country, y = taster_name, size = cnt_cntry_taster, color = med_cntry_taster_pnts)) +
  geom_point() +
  scale_colour_gradient(low = ""white"", high = ""dark red"") +
  theme_light() +
  labs(y = ""Taster"", 
       x = ""Wine Country"", 
       title = ""Wine Taster Rating Profile (by Country)"",
       color = ""Median Score"",
       size = ""Number of Reviews"",
       caption = ""Countries limited to those with atleast 1000 rated wines"") +
  theme(axis.text.x = element_text(angle = 45, hjust=1, size = 20),
        axis.text.y = element_text(size = 20),
        title = element_text(family = ""satisfy"", size = 36),
        plot.caption = element_text(hjust = 0.5),
        legend.text = element_text(size = 18))

p

ggsave(""wine_tasting.png"", p, height = 4, width = 7)


### Bonus code:

#The following parallel plot looks cool, but I don't think it's as informative 
# as the bubble plot.
library(ggparallel)  

df <- data4plotting %>% 
    filter(!is.na(taster_name)) %>%
    group_by(taster_name, country) %>%
    summarize(med_cntry_taster_pnts = median(points)) 
  
ggparallel(list(""taster_name"", ""country""), as.data.frame(df))

","2019-22"
"125",1085,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week20/20190514.R","AmandaRP","tidytuesday","2019/week20/20190514.R","library(tidyverse)
library(tidytext)
library(wordcloud)

#Read data:
nobel_winners <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-05-14/nobel_winners.csv"")

#Get list of words and their counts
words_df <- nobel_winners %>% 
  select(gender, motivation) %>%
  filter(!is.na(motivation) & !is.na(gender)) %>%
  unnest_tokens(word, motivation) %>%
  anti_join(stop_words) %>%
  group_by(gender, word) %>%
  summarize(cnt = n()) %>%
  arrange(desc(cnt)) %>% 
  ungroup()

#Create document term matrix:
dtm <- words_df %>% cast_dtm(gender, word, cnt) 

#Draw word clouds:
comparison.cloud(t(as.matrix(dtm)), max.words=75)
commonality.cloud(t(as.matrix(dtm)), max.words=40)
","2019-20"
"126",1086,"https://github.com/AmandaRP/tidytuesday/blob/master/2019/week26/ufo.R","AmandaRP","tidytuesday","2019/week26/ufo.R","library(tidyverse)
library(summarytools)
library(tidytext)
library(igraph)
library(ggraph)

#read data:
ufo_sightings <- readr::read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-25/ufo_sightings.csv"")

#Look at the data:
View(ufo_sightings)
view(dfSummary(ufo_sightings))

#Clean and tokenize 
bigram_counts <- ufo_sightings %>%
  select(description) %>%
  mutate(description = str_replace_all(description, ""\\&\\#\\d+"", """")) %>%  # Remove &#digit
  filter(!is.na(description)) %>%
  unnest_tokens(bigram, description, token = ""ngrams"", n = 2) %>%
  separate(bigram, c(""word1"", ""word2""), sep = "" "") %>%
  filter(!word1 %in% stop_words$word) %>%
  filter(!word2 %in% stop_words$word) %>%
  count(word1, word2, sort = TRUE) %>%
  filter(word1 != ""nuforc"" & word2 != ""nuforc"")

#Create graph structure:
bigram_graph <- bigram_counts %>%
  filter(n > 225) %>%
  graph_from_data_frame()

a <- grid::arrow(type = ""closed"", length = unit(.15, ""inches""))

#plot:
ggraph(bigram_graph, layout = ""fr"") +
  geom_edge_link(aes(edge_alpha = n), show.legend = FALSE,
                 arrow = a, end_cap = circle(.07, 'inches')) +
  geom_node_point(color = ""lightgreen"", size = 5) +
  geom_node_text(aes(label = name), repel = TRUE) +
  theme_void()  +
  theme(plot.margin=unit(c(.5, .5, .5, .5),""cm"")) +
  labs(title = ""Common Bigrams in UFO Sighting Descriptions"",
       subtitle = ""Data provided by NUFORC"")

","2019-26"
"127",1124,"https://github.com/Talitrus/tidytuesday/tree/master/2019/week25","Talitrus","tidytuesday","2019/week25/Jun192019_tidytuesday.R","####################
# Bryan Nguyen
####################
# Data is from https://www.birdscanada.org/
# Cleaned and tidied by @_sharleen_w on Twitter.
############################################
# This code performs an ordination on the Christmas Bird Count (CBC) data from Hamilton, Ontario, Canada.
# Specifically, it uses a Principle Coordinates Analysis on the Bray-Curtis distance matrix of yearly data.
# The resulting plot is colored by year to show a trend through time.
# Some years were missing CBC data and were removed.
#######################################

library(tidyverse)
library(LaCroixColoR)
library(vegan)
library(ggrepel)
library(extrafont)
bird_counts <- read_csv(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-06-18/bird_counts.csv"")


table <- spread(data = bird_counts %>% select(year, species_latin, how_many_counted_by_hour), key = ""year"", value = ""how_many_counted_by_hour"", fill = 0) %>% 
  column_to_rownames(var = ""species_latin"")
vegan_table <- t(table)

vegan_table <- vegan_table[rowSums(vegan_table) > 0,] # remove birds with no sightings in Hamilton ever.

bc_matrix <- vegdist(as.matrix(vegan_table)) # Calculate (abundance-weighted) Bray-Curtis ecological community distances between years.

PCoA_ord <- cmdscale(bc_matrix, k = 2, eig = TRUE) # Principle Coordinates Analysis
PCoA_df <- tibble(year = as.numeric(rownames(PCoA_ord$points)), x = PCoA_ord$points[,1], y = PCoA_ord$points[,2])
years_to_label <- c(1921, 1939, 2017)
PCoA_df$label <- """" # Years with a blank label are not labelled.
PCoA_df$label[match(years_to_label, PCoA_df$year)] <- years_to_label # Label years to label with the corresponding year information.

PCoA_plot <- ggplot(data = PCoA_df) +
  geom_point(mapping = aes(x = x, y = y, color = year), size = I(5), alpha = 0.70) +
  #viridis::scale_color_viridis() + # sorry, but the LaCroix color palettes are too much fun.
  scale_color_gradientn(colors = lacroix_palette(""PeachPear"")) +
  geom_label_repel(mapping = aes(x = x, y = y, label = label, color = year), force = 5) +
  xlab(paste0(""PCoA axis 1: "", round(PCoA_ord$eig[1] / sum(PCoA_ord$eig) * 100, digits = 1), ""%"")) +
  ylab(paste0(""PCoA axis 2: "", round(PCoA_ord$eig[2] / sum(PCoA_ord$eig) * 100, digits = 1), ""%"")) +
  ggtitle(""Hamilton, Canada CBC bird communities change / time"") +
  theme_minimal() +
  theme(
    text = element_text(
      family = ""Lato"" # This is a freely available Google font that I imported into R with the 'extrafont' library.
        ),
    plot.title = element_text(
      face=""bold"")
  )
PCoA_plot

ggsave(filename = ""PCoA_plot.png"", plot = PCoA_plot, height = 4, width = 6)
","2019-25"
"128",1126,"https://github.com/toscano84/TidyTuesday/blob/master/week4_2019/week4_2019.R","toscano84","TidyTuesday","week4_2019/week4_2019.R","# week 4 2019 - TidyTuesday

library(tidyverse) # wrangle, visualization of data
library(data.table) # load file
library(albersusa) # map of all 50 states plus DC
library(broom) # in this case to tidy a shape file
library(ggalt) # create coordinate system in maps
library(viridis) # color palette
library(extrafont) # add fonts to R


options(scipen = 999)

# load file
incarceration <- fread(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-22/incarceration_trends.csv"")

# tidy the dataframe
murder_crime_tbl <- incarceration %>% 
  mutate(decade = year -year %% 10) %>% # create variable decade)
  group_by(decade, state) %>% # group by decade and state
  mutate(crime = rowSums(cbind(violent_crime, murder_crime),na.rm=TRUE) 
         / total_pop * 100) %>% # create variable crime that corresponds to the sum of violent crime and murder crime
  summarize(crime_rate = mean(crime, na.rm = TRUE)) %>%
  filter(!state %in% c(""AK"", ""AL"") | decade != 1970)

#--- create map of the us states

us <- usa_composite() %>%
  tidy(., region = ""iso_3166_2"") # use tidy function from the broom package to create a dataframe of the us map

#---- create quantiles
number_quantiles <- 5
labels <- c()

quantiles <- quantile(murder_crime_tbl$crime_rate, 
                      probs = seq(0, 1, length.out = no_classes + 1))

# create custom labels for the quantiles
for(i in 1:length(quantiles)){
  labels <- c(labels, paste0(round(quantiles[i], 2), 
                             "" - "", 
                             round(quantiles[i + 1], 2)))
}
# Remove last label
labels <- labels[1:length(labels)-1]

# create new variable based on quantiles
murder_crime_tbl$crime_rate_quantiles <- cut(murder_crime_tbl$crime_rate, 
                                          breaks = quantiles, 
                                          labels = labels, 
                                          include.lowest = T)


#----------build plot: fill varriable correspond to the quantiles-----#
p <-  ggplot() +
  geom_map(data = us, map = us,
           aes(x = long, y = lat,
               map_id = id),
           color = ""grey30"",
           fill = NA) +
  geom_map(data = murder_crime_tbl, map = us,
           aes(fill = crime_rate_quantiles, map_id = state),
           color = ""grey30"") +
  scale_fill_viridis_d(option = ""plasma"",
                     name = ""Violent\nand Murder Crime Rate"",
    direction = -1,
    guide = guide_legend(
      keyheight = unit(5, units = ""mm""),
      title.position = 'top',
      reverse = T
    )) +
  facet_wrap(vars(decade)) +
  coord_proj(us_laea_proj) +
  labs(title = ""Violent and Murder Crime in the USA"",
       subtitle = ""Mean Rate (%) by decade "",
       x = """",
       y ="""") +
  theme_minimal() +
  theme(plot.title = element_text(family = ""Cooper Black"",
                                  size = 30, hjust = 0.5),
        plot.subtitle = element_text(family = ""Cooper Black"",
                                  size = 20, hjust = 0.5),
        axis.text = element_blank(),
        axis.title = element_blank(),
        axis.ticks = element_blank(),
        strip.background = element_blank(),
        strip.text = element_text(family = ""Cooper Black"", size = 18, 
                                  face = ""bold""),
        legend.text = element_text(family = ""Cooper Black"", size = 14),
        legend.title = element_text(family = ""Cooper Black"", size = 18),
        plot.background = element_rect(fill = ""#e8e8ea""),
        panel.grid = element_line(color = ""grey70""),
        legend.direction = ""vertical"",
        legend.position = c(0.85, 0.25))

ggsave(""crime_usa.jpg"", p, units = ""cm"", 
       height = 25, width = 40, dpi = ""retina"")

","2019-4"
"129",1129,"https://github.com/toscano84/TidyTuesday/blob/master/week2_2019/week2_2019.R","toscano84","TidyTuesday","week2_2019/week2_2019.R","# week 2 2019 - TidyTuesday

# libraries needed
library(tidyverse)
library(data.table)
library(ggrepel)
library(lubridate)
library(ggdark)
library(ggrepel)
library(extrafont)

# import and load fonts
font_import()
loadfonts(device = ""win"")

# open the file
imdb_ratings <- fread(""https://raw.githubusercontent.com/rfordatascience/tidytuesday/master/data/2019/2019-01-08/IMDb_Economist_tv_ratings.csv"")

# glimpse the dataframe
glimpse(imdb_ratings)

# tidy the file
imdb_ratings_tidy <- imdb_ratings %>%
  mutate(year = year(date), # create variable year
         decade = year - year %% 10) # create variable decade


# create variable above_below_median grouped by year
imdb_ratings_tidy <- imdb_ratings_tidy %>%
  group_by(year) %>%
  mutate(above_below_median = ifelse(av_rating > median(av_rating), 
                               1, 0))

# create a dataframe with highest average tv_ratings per decade
imdb_top_perdecade <- imdb_ratings_tidy %>%
  group_by(decade) %>%
  top_n(1, wt = av_rating)

#----plot----#
plot <- imdb_ratings_tidy %>%
  group_by(year) %>%
  ggplot(aes(x = factor(year),
             y= av_rating, label = title)) +
  geom_jitter(aes(color = factor(above_below_median)), size = 3, alpha = 0.3) +
  geom_boxplot(alpha = 0, color = ""grey50"", outlier.colour = ""red"") +
  geom_label_repel(data = imdb_top_perdecade, # label with the top show per decade
                   fontface = ""bold"",
                   color = ""grey50"",
                   size = 6,
                   family = ""Agency FB"",
                   direction = ""x"") +
  stat_summary(fun.y = median, geom = ""line"", aes(group = 1), 
               linetype = 1, colour = ""grey50"", size = 1) # create a line based on the median +
  dark_theme_gray() +
  theme(plot.title = element_text(family = ""Agency FB"", face = ""bold"",
                                  size = 40, hjust = 0.5),
        plot.subtitle = element_text(family = ""Agency FB"", face = ""bold"",
                                     size = 20, hjust = 0.5),
        plot.background = element_rect(fill = ""grey10""),
        panel.background = element_blank(),
        panel.grid.major = element_line(color = ""grey30"", size = 0.2),
        panel.grid.minor = element_line(color = ""grey30"", size = 0.2),
        legend.background = element_blank(),
        axis.ticks = element_blank(),
        axis.title = element_text(family = ""Agency FB"", size = 15),
        axis.text = element_text(family = ""Agency FB"", size = 15),
        legend.key = element_blank(),
        strip.background = element_blank(),
        strip.text = element_text(family = ""Agency FB"", size = 15),
        legend.text = element_text(family = ""Agency FB"", size = 15),
        legend.title = element_text(family = ""Agency FB"", size = 15)) +
  scale_color_manual(values = c(""#d35400"", ""#1abc9c""), labels = c(""Below the Median"", 
                                                                  ""Above the Median"")) + 
  labs(title = ""Average Rating of Tv Shows"",
       subtitle = ""Parenthood, Third Watch and Breaking Bad had\nthe highest average rating for each decade"", 
       x = ""Year"", 
       y = ""Average Rating"", 
       color = ""Shows"") +
  facet_wrap(vars(decade), ncol = 3, scales = ""free_x"")

plot

ggsave(""av_ratings_imdb.jpg"", plot, units = ""cm"", 
       height = 25, width = 40, dpi = ""retina"")
","2019-2"
