"","Sample","text"
"25",4,"In this week's #tidytuesday screencast, I use linear models and lasso regression to predict wine ratings based on price, country, &amp; description<U+0001F377>

This was a fun example of using tidytext + glmnet together, as well as interpreting models with broom https://t.co/XdnIUptOt9 #rstats https://t.co/zeN2aYiEkq"
"26",4,"#TidyTuesday Invasive species in African Countries. Data behind all these maps is the same, just couldn't resist trying different color variations. The power #rstats &amp; #highcharter gives us is simply amazing.

#r4ds #tidyverse #dataviz @thomas_mock @jbkunst https://t.co/ieDcsVDoXw"
"27",4,"#tidytuesday i took this as a chance to do some mapping! (shoutout to the lacroix color package, which i will never stop using) https://t.co/uwf4Qgt5aF"
"28",4,"Now trying to fill two days a week with data analysis / viz - for #TidyTuesday I'm looking at american fast food nutrition this week.
Code @ https://t.co/VBwpn3zT1a https://t.co/dD4nV0aZTg"
"29",4,"Take a breath, we've got your back.

#clean #cleaning #CleaningUp #tidyingup #TidyTuesday #TuesdayThoughts #Tuesday #tuesdayvibes #TuesdayMorning #TuesdayMotivation #LoveFL #Florida #spacecoast #brevardcounty #SmallBusiness #SmallBiz #smallbiz #motivation #inspiration #breathe https://t.co/gWzGbLT1PX"
"30",4,"2019-05-07 #TidyTuesday #rstats challenge Nobel prizes. wanted to test the waffle plot. used categroy by decade.  no economics till 60's <U+0001F62E> https://t.co/uk97kR9ZwD"
"31",4,"#TidyTuesday this week is about gender pay disparity in the USA. 

First plot: female salary as a percentage of male salary

#rstats https://t.co/dvjCddAVB6"
"32",4,"This #TidyTuesday explores Federal Budget data! <U+0001F4B5><U+0001F3DB>

Nice to see that the US has more than doubled its relative spending on R&amp;D in health <U+0001F3E5> <U+0001F912>

Not that nice to see that their relative spending on the Environmental Protection Agency is only 1/4 of what it used to be <U+0001F30E><U+0001F6AF> https://t.co/eu0qCv3fqz"
"33",4,"@PodsProgram @markdaku Added dots (+ removed legend) - no, dots aren't particularly informative/primarily add clutter

But does look more ""data-viz-y"" now + genuinely interesting to note that Lyon's consistently high avgs are driven by one or two routes @PodsProgram #TidyTuesday #R4ds https://t.co/8JvfoNrn9r"
"34",4,"Another great time at #TidyTuesday. I decided to focus on martian meteorites for most of my work today, Also I had to throw in a conspiracy related plot, because of space and everything #rstats #NASA #r4ds https://t.co/Wn86vRBl7E"
"35",4,"My first submission for #tidytuesday week 18. Had fun working some #dataviz in #rstats for Dallas #opendata project.
If you want the code, just send me a dm.
@hadleywickham @R4DScommunity @DallasShelter @thomas_mock
More to come! https://t.co/efCPtq5wBH"
"36",4,"#TidyTuesday week 7: In general, the percentage of the U.S. federal budget invested in research and development has crashed in the past 40 years, even for defense and health!

#R4DS #rstat #dataviz https://t.co/I3oEirbR1e"
"37",4,"My first #TidyTuesday attempt to show the gender wage gap for the top 15 highest paying jobs in Australia. Highlighted bars are the jobs where women 50% or less than that of men in the same job! Code here: https://t.co/K2qYcSbGhC #rstats #tidyverse https://t.co/cEOE6vYkM0"
"38",4,"How has popular media evolved over time? From its inception to how it is distributed today. This #TidyTuesday shows how a single medium branches into varied revenue streams.

Code: https://t.co/kOzE8oYp9B https://t.co/Z6Cxzkr9oW"
"39",4,"Blog post : https://t.co/QhXIzSRuit
 GitHub code for presentation: https://t.co/GERv0GziFL  #week38 #TidyTuesday https://t.co/x2aDqjhbnl"
"40",4,"For #TidyTuesday: How do we talk about Machine Learning vs. Artificial Intelligence? Here are a couple of views on the differences in jargon. A lot of common ground and a few distinct differences. https://t.co/kotBbEUfuD"
"41",4,"This week's #tidytuesday I looked at pets with names of US Presidents. Are dogs the most ""presidential"" of pets? Seems yes, except for Garfield. #RStats @R4DScommunity https://t.co/fSTrUYzPHG"
"42",4,"#EmilyRatajkowski #model #Stunning #tidy #TidyTuesday <U+0001F351> https://t.co/Sxev3yV6yq"
"43",4,"For #TidyTuesday this week I played around with the #tidytext package for the first time! I used the nrc emotion lexicon to find the top emotion in each synopsis then counted the number of anime each emotion was the highest in. https://t.co/SyW6c0jbXI"
"44",4,"Now for a #TidyTuesday subject that is close to my heart: Friendsgiving. This Cleveland dot plot contrasts Friendsgiving attendance/absence across age groups and community types. Surprisingly, respondents aged 30-44 show the highest % turnout.

code: https://t.co/Bm1YJu61vR https://t.co/koUXBBprhZ"
"45",4,"#TidyTuesday #R4ds #rstats #cartogram @thomas_mock #bees #honey
I used this week's data set to learn how to create a cartogram of total honey production using library(cartogram).  North Dakota wins this week's challenge. https://t.co/5JLWRimUiw"
"46",4,"My first #TidyTuesday contribution! It explores how plastic waste and its mismanagement varies across continents and income. It was inspired by the codes of @SteveDX_ and @AmandaRPlunkett . You can check the code here: https://t.co/MpM4Q17QVY https://t.co/1oDqVaoeKr"
"47",4,"#tidytuesday
Thank you @drob , I learnt from your screencast and plotted following graph https://t.co/S30mD72P5H"
"48",4,"My #tidytuesday 26|2019 contribution: UFO Sightings in U.S. 1990-2014 (Sorry for being late, but it took a while to render <U+0001F609>) #rstats #tweenr #rayshader

Code: https://t.co/b015aRyU9Q https://t.co/6p3fzH20yh"
"49",4,"#TidyTuesday 
I don't know anything about wine but being a poor recent graduate getting ready for medical school, I figured that my colleagues might want to figure out which country produces the highest rated wine for the cost. https://t.co/TkC2uYN6J1"
"50",4,"#r4ds #tidyverse #rstats #dataviz #ggplot2

Few more viz with the #Tidytuesday Week20 Data. ggplot2 is amazingly powerful.

@thomas_mock https://t.co/QFdnctqDW1"
